time,data
3342775.984,33430
3342775.99,33763
3342775.998,33970
3342776.001,34188
3342776.009,34762
3342776.014,35662
3342776.021,35904
3342776.0250000004,36384
3342776.0330000003,36127
3342776.041,35425
3408311.041,35425
3408311.046,35519
3408311.054,35431
3408311.061,34303
3408311.0650000004,34304
3408311.3330000006,30262
3408311.3410000005,31488
3408311.3470000005,33155
3408311.3530000006,34261
3408311.357000001,34479
3408311.3650000007,36597
3408311.3730000006,37860
3408311.3760000006,38052
3473846.3760000006,38052
3473846.3840000005,40595
3473846.3920000005,41013
3473846.3980000005,38542
3473846.4060000004,37894
3473846.4130000006,37882
3473846.4190000007,37984
3473846.4250000007,37931
3473846.605000001,38667
3473846.611000001,39269
3473846.617000001,38273
3473846.6240000012,39983
3473846.632000001,39993
3473846.638000001,40215
3473846.641000001,40370
3473846.6480000014,38448
3473846.6560000014,40482
3473846.6640000013,39773
3473846.6700000013,39191
3473846.6770000015,39570
3473846.6830000016,40251
3473846.6890000016,40334
3473846.6940000015,41283
3473846.7020000014,40816
3473846.7090000017,39189
3473846.7170000016,39914
3473846.8690000013,41163
3473846.8750000014,40421
3473846.8780000014,41209
3473846.8860000013,42459
3473846.891000001,42002
3473846.8970000013,42098
3473846.905000001,41809
3473846.913000001,42647
3473846.9200000013,41854
3473846.925000001,42767
3473846.9310000013,42767
3473846.936000001,42767
3539397.7950000013,41927
3539397.800000001,42697
3539397.9800000014,30904
3539397.9880000013,30205
3539397.9920000015,29945
3604932.9920000015,29945
3604932.9980000015,29498
3604933.0060000014,29586
3604933.0140000014,31730
3604933.0220000013,32968
3604933.030000001,34145
3604933.035000001,35210
3604933.041000001,39505
3604933.0480000013,42767
3604933.0560000013,42767
3604933.0620000013,42767
3604933.070000001,42767
3604933.0730000013,42767
3604933.0800000015,42767
3604933.0880000014,42767
3604933.0960000013,41232
3604933.1020000014,37202
3604933.1080000014,36445
3604933.246000001,42767
3604933.254000001,42767
3604933.260000001,42767
3604933.2640000014,42767
3604933.2700000014,42767
3604933.2780000013,42621
3604933.2860000012,37685
3604933.294000001,33913
3604933.300000001,33151
3604933.3070000014,31397
3604933.3100000015,30649
3604933.3150000013,29394
3604933.3230000013,29329
3604933.328000001,26746
3604933.337000001,24676
3604933.3440000014,23039
3604933.3520000014,23602
3604933.3560000015,24886
3604933.3630000018,27692
3604933.3710000017,39078
3604933.5240000016,35166
3604933.528000002,34841
3604933.534000002,34917
3604933.5420000018,34728
3604933.548000002,34454
3670484.352000002,32327
3670484.359000002,30581
3670484.365000002,30193
3670484.373000002,29896
3670484.380000002,29482
3670484.3860000023,29334
3670484.3890000023,29323
3670484.397000002,27753
3670484.4040000024,28236
3670484.4120000023,29827
3670484.4200000023,36437
3670484.4260000023,37417
3670484.431000002,38250
3670484.439000002,42767
3670484.447000002,42767
3670484.583000002,25423
3670484.589000002,23220
3670484.597000002,22769
3670484.605000002,22885
3670484.612000002,25836
3670484.618000002,39378
3670484.624000002,42767
3670484.6280000024,42767
3670484.6340000024,42767
3670484.6420000023,42767
3670484.6500000022,42767
3670484.6530000023,42767
3670484.661000002,42262
3670484.6680000024,42730
3670484.6760000023,40995
3670484.6790000023,32744
3670484.6870000022,34530
3670484.692000002,34101
3670484.698000002,27328
3670484.706000002,22874
3670484.714000002,22769
3670484.722000002,22769
3670484.727000002,26312
3670484.8820000016,42767
3670484.8870000015,42767
3670484.8920000014,42767
3670484.8980000014,40145
3670484.9040000015,41451
3670484.9090000014,39163
3670484.9160000016,39485
3670484.9220000017,40022
3670484.9320000014,35603
3670484.9400000013,37078
3670484.9460000014,31959
3670484.9540000013,33970
3670484.9570000013,33875
3670484.9650000012,32180
3670484.973000001,26375
3670484.9800000014,23516
3670484.9860000014,22769
3670484.9940000013,23107
3670485.0000000014,25022
3670485.0070000016,24449
3670485.1520000016,42767
3670485.156000002,42767
3670485.162000002,42767
3736035.8680000016,42767
3736035.8760000016,42767
3736035.8810000014,42767
3736035.8860000013,42767
3736035.8920000014,42767
3736035.8990000016,42767
3736035.9070000015,42767
3736035.9150000014,42767
3736035.9230000013,42767
3736035.9310000013,42767
3736035.936000001,42767
3736035.942000001,42767
3736035.950000001,42767
3736035.958000001,42767
3736035.964000001,42767
3736035.9710000013,42767
3736035.9770000014,42767
3736035.9820000012,42767
3736035.990000001,42767
3736036.123000001,42767
3736036.132000001,42767
3736036.140000001,42767
3736036.148000001,42767
3736036.152000001,42767
3801571.152000001,42767
3801571.1560000014,42767
3801571.166000001,42767
3801571.172000001,42767
3801571.1790000014,42767
3801571.1870000013,42767
3801571.195000001,42767
3801571.203000001,42767
3801571.206000001,42767
3801571.214000001,42767
3801571.222000001,42767
3867121.909000001,42767
3867122.0840000007,42767
3867122.0870000008,42767
3867122.0950000007,42767
3867122.1000000006,42767
3867122.1040000007,42767
3867122.1140000005,42767
3867122.1220000004,42767
3867122.1280000005,42767
3867122.1360000004,42767
3867122.1430000006,42767
3867122.1460000006,42767
3867122.1540000006,42767
3867122.1590000005,42767
3867122.1640000003,42767
3867122.1730000004,42767
3867122.1810000003,42767
3867122.1890000002,42767
3867122.3540000003,42767
3867122.3600000003,42767
3867122.3680000002,42767
3867122.3750000005,42767
3867122.3810000005,42767
3932657.3810000005,42767
3932657.3880000007,42767
3932657.394000001,42767
3932657.400000001,42767
3932657.407000001,42767
3932657.415000001,42767
3932657.416000001,42767
3932657.424000001,42767
3932657.432000001,42767
3932657.440000001,42767
3932657.444000001,42767
3932657.450000001,42767
3932657.458000001,28346
3932657.466000001,26538
3932657.474000001,28163
3932657.628000001,22769
3932657.634000001,22769
3932657.639000001,22769
3932657.648000001,22769
3932657.656000001,22769
3932657.664000001,22769
3932657.671000001,22769
3932657.677000001,22769
3932657.685000001,22769
3932657.692000001,22769
3932657.6980000013,22769
3998242.6390000014,22769
3998242.6470000013,22769
3998242.652000001,22769
3998242.657000001,22769
3998242.665000001,22769
3998242.670000001,22769
3998242.679000001,23452
3998242.682000001,23403
3998242.839000001,33254
4063777.839000001,33254
4063777.8460000013,33659
4063777.854000001,33412
4063777.8600000013,33683
4063777.8630000013,33720
4063778.1370000015,33023
4063778.1400000015,33029
4063778.1460000016,33017
4063778.1540000015,32996
4063778.1620000014,32979
4063778.1700000013,32964
4063778.1740000015,32972
4063778.1820000014,32944
4063778.1900000013,32923
4063778.1960000014,32906
4063778.2040000013,32898
4063778.2100000014,32889
4063778.2170000016,32878
4063778.2200000016,32894
4063778.2260000017,32868
4063778.3850000016,34496
4063778.3900000015,34546
4063778.3980000014,34743
4063778.4020000016,34772
4063778.4120000014,34807
4129363.4140000013,34461
4129363.422000001,34562
4129363.427000001,34545
4129363.4340000013,34510
4129363.4380000015,34508
4129363.4430000014,34515
4129363.4510000013,34163
4129363.459000001,33446
4129363.467000001,33174
4129363.475000001,33009
4129363.483000001,32857
4129363.486000001,32876
4129363.494000001,32744
4129363.502000001,32631
4129363.509000001,32407
4129363.728000001,34623
4129363.734000001,34169
4129363.7410000013,34115
4129363.7470000014,33669
4129363.7540000016,33836
4129363.7600000016,33068
4129363.7660000017,33285
4129363.7710000016,33146
4129363.7790000015,33388
4129363.7840000014,33574
4129363.7920000013,32979
4129363.800000001,32583
4129363.8060000013,32876
4129363.8130000015,32521
4129363.8190000015,32279
4129363.8260000017,32174
4129363.829000002,32163
4194948.896000002,32123
4194948.9010000015,32178
4194948.909000002,32157
4194949.073000002,35082
4194949.081000002,33720
4194949.0890000025,32276
4194949.096000003,29121
4194949.104000003,30920
4194949.110000003,30980
4260484.110000003,30980
4260484.117000003,31048
4260484.123000003,32456
4260484.129000003,32618
4260484.136000004,31959
4260484.139000003,32167
4260484.144000003,32773
4260484.1520000035,34688
4260484.160000004,36395
4260484.168000004,36349
4260484.176000005,35251
4260484.339000004,42767
4260484.345000004,42767
4260484.353000005,42528
4260484.360000005,42767
4260484.366000005,42376
4260484.374000005,42767
4326019.381000006,42767
4391554.381000006,42767
4391554.387000006,42767
4391554.393000006,41576
4391554.400000006,42650
4391554.4030000055,42767
4391554.408000005,42767
4391554.416000006,42767
4391554.424000006,42767
4391554.432000007,42767
4391554.437000006,42767
4391554.4430000065,42767
4391554.451000007,42767
4391554.611000007,42767
4391554.617000007,42767
4391554.624000007,42767
4391554.632000008,42767
4391554.633000008,42767
4457139.744000008,42767
4457139.752000009,42767
4457139.760000009,42767
4457139.767000009,42767
4457139.772000009,42767
4457139.778000009,42767
4457139.78600001,42506
4457139.989000009,31150
4457139.994000009,30875
4457139.999000009,30050
4457140.008000009,28813
4457140.0120000085,28749
4457140.021000008,27531
4457140.024000008,27897
4457140.034000007,27841
4457140.039000007,30443
4457140.045000007,31811
4457140.052000008,33285
4457140.061000007,36886
4457140.068000007,37359
4457140.076000008,37144
4457140.084000008,35623
4457140.090000008,33393
4457140.093000008,33498
4457140.100000008,36569
4457140.260000008,42767
4457140.266000008,42767
4457140.274000009,41406
4457140.282000009,42767
4457140.2850000085,42767
4457140.288000008,42767
4457140.298000008,42767
4457140.303000008,42767
4457140.311000008,42767
4457140.3190000085,42767
4457140.327000009,42767
4457140.335000009,42767
4457140.338000009,42767
4457140.346000009,42767
4457140.349000009,42767
4457140.356000009,42767
4457140.364000009,41802
4457140.37200001,42474
4457140.38000001,42767
4522725.59100001,42359
4522725.5980000105,42767
4522725.60100001,42767
4522725.60900001,41099
4522725.6150000105,42767
4522725.623000011,42767
4522725.630000011,42767
4522725.636000011,42767
4522725.642000011,42767
4522725.650000012,42767
4522725.657000012,42767
4522725.660000011,42767
4522725.665000011,42767
4522725.673000012,42767
4588260.673000012,42767
4588260.681000012,42767
4588260.689000012,42767
4588260.695000012,42767
4588260.852000012,42767
4588260.860000012,42767
4588260.865000012,42767
4588260.871000012,42767
4588260.878000013,42767
4588260.884000013,42767
4588260.890000013,42767
4588260.897000013,42767
4588260.903000013,42767
4588260.911000013,42767
4588260.916000013,42767
4588260.924000014,42767
4588260.932000014,42767
4588260.938000014,42767
4588260.946000014,42767
4588260.950000014,42767
4588260.958000015,42767
4588260.966000015,42767
4588260.974000015,42767
4588260.978000015,42767
4588260.985000015,42767
4653846.369000015,42767
4653846.377000015,42767
4653846.382000015,42767
4653846.389000015,42767
4653846.397000016,42767
4653846.403000016,42767
4653846.409000016,42767
4653846.416000016,42767
4653846.424000016,42767
4653846.429000016,42767
4653846.435000016,42767
4653846.443000017,42767
4653846.446000016,42767
4653846.454000017,42767
4653846.461000017,42767
4653846.467000017,42767
4653846.475000017,42767
4653846.483000018,42767
4653846.489000018,42767
4653846.496000018,42767
4653846.633000018,25746
4653846.637000018,25615
4653846.646000017,24547
4653846.654000018,25674
4653846.662000018,37652
4653846.669000018,40837
4653846.673000018,41198
4653846.680000018,42767
4653846.685000018,42767
4653846.693000019,42767
4653846.701000019,42767
4653846.707000019,42767
4653846.715000019,42767
4653846.721000019,42767
4653846.72800002,42767
4653846.73600002,42767
4653846.74200002,42767
4653846.74500002,42767
4653846.75000002,37568
4653846.75800002,39987
4653846.76600002,30104
4653846.76900002,34532
4653846.77700002,36615
4653846.91200002,42767
4653846.92000002,42767
4653846.92300002,42767
4653846.93100002,42767
4653846.94200002,42767
4653846.950000021,39872
4653846.958000021,34376
4653846.966000021,35754
4653846.969000021,33978
4653846.974000021,32824
4653846.982000021,30641
4653846.990000022,30235
4653846.9950000215,28617
4653847.000000021,28616
4653847.009000021,29047
4719432.339000021,26953
4719432.346000021,25858
4719432.354000022,26724
4719432.360000022,30560
4719432.490000022,38589
4719432.496000022,32365
4719432.504000022,34012
4719432.512000022,33907
4719432.519000023,35739
4719432.525000023,36162
4719432.531000023,35542
4719432.539000023,36229
4719432.543000023,36117
4719432.547000023,35031
4719432.555000023,30342
4719432.563000023,31420
4719432.571000024,31211
4719432.576000024,29764
4719432.584000024,31524
4719432.592000024,30857
4719432.599000025,30899
4719432.605000025,31416
4719432.611000025,32960
4719432.618000025,33092
4719432.624000025,36237
4719432.627000025,36521
4719432.634000025,37184
4719432.642000025,39585
4719432.6500000255,38504
4719432.655000025,38572
4719432.661000025,38662
4719432.666000025,38584
4719432.671000025,38674
4719432.789000025,42767
4719432.797000025,42767
4719432.799000026,42767
4719432.807000026,42767
4719432.8150000265,42767
4719432.821000027,42767
4719432.829000027,42767
4719432.8320000265,42767
4719432.840000027,42767
4719432.848000027,42767
4719432.855000027,42767
4719432.863000028,42767
4719432.869000028,42767
4719432.875000028,42767
4719432.882000028,42767
4719432.888000028,42767
4719432.895000028,42767
4719432.9010000285,42767
4719432.909000029,42767
4719432.915000029,42767
4719432.922000029,42767
4719432.925000029,42767
4719432.931000029,42767
4719433.064000029,42767
4719433.069000029,42767
4719433.075000029,42767
4719433.082000029,42767
4719433.088000029,42767
4719433.09500003,42767
4785018.496000029,42767
4785018.5040000295,42767
4785018.51200003,42767
4785018.52000003,42767
4785018.52300003,42767
4785018.53100003,42767
4785018.53400003,42767
4785018.54200003,42767
4785018.54700003,42767
4785018.55500003,42767
4785018.5610000305,42767
4785018.569000031,42127
4785018.577000031,42767
4785018.580000031,42767
4785018.588000031,40974
4785018.596000032,41772
4785018.713000031,37716
4785018.721000032,40394
4785018.728000032,31920
4785018.734000032,32328
4785018.742000032,32431
4785018.747000032,32527
4785018.753000032,32505
4785018.761000033,32636
4850553.761000033,32636
4850553.769000033,32824
4850553.777000033,32889
4850553.7840000335,32913
4850553.790000034,32908
4850553.796000034,33051
4850553.803000034,32976
4850553.809000034,32949
4850553.998000034,33622
4850554.0060000345,33672
4850554.012000035,33738
4850554.017000034,33760
4850554.024000035,33792
4850554.032000035,33822
4850554.036000035,33855
4850554.044000035,33898
4850554.048000035,33919
4850554.054000035,33934
4850554.064000035,33940
4850554.072000035,33979
4850554.078000035,34041
4850554.081000035,34070
4850554.089000035,34103
4850554.094000035,34121
4850554.104000035,34162
4850554.107000034,34148
4850554.116000034,34235
4850554.121000034,34270
4850554.128000034,34284
4916139.605000034,35474
4916139.611000034,35113
4916139.614000034,35327
4916139.617000033,35103
4916139.6250000335,35254
4916139.633000034,35488
4916139.641000034,35606
4916139.646000034,35719
4916139.654000035,35350
4916139.657000034,35606
4916139.664000034,36182
4916139.673000034,35394
4916139.678000034,35344
4916139.688000034,35825
4916139.694000034,35284
4916139.702000034,35724
4916139.710000034,35225
4916139.717000035,35489
4916139.723000035,35285
4916139.729000035,35394
4916139.7330000345,35331
4916139.737000034,36082
4916139.747000034,35670
4916139.755000034,36145
4916139.761000034,36336
4916139.769000035,37309
4916139.776000035,36318
4916139.968000035,34040
4916139.974000035,34190
4916139.977000034,34325
4981725.495000035,33839
4981725.503000035,33169
4981725.510000035,33569
4981725.518000036,33567
4981725.524000036,33555
4981725.531000036,33973
4981725.537000036,33778
4981725.543000036,33658
4981725.547000036,33705
4981725.553000036,33752
4981725.561000036,33791
4981725.569000036,33743
4981725.572000036,33974
4981725.580000036,33922
4981725.588000037,34019
4981725.716000036,38178
4981725.726000036,42767
4981725.729000036,42767
4981725.739000035,42767
4981725.747000036,42482
4981725.755000036,42767
4981725.761000036,42767
4981725.767000036,42767
4981725.7740000365,42767
4981725.777000036,42767
4981725.782000036,42767
4981725.791000036,42767
4981725.795000035,42767
4981725.804000035,42767
4981725.812000035,42767
4981725.820000036,42767
4981725.823000035,42767
4981725.828000035,42767
4981725.835000035,42767
4981725.844000035,42767
4981725.849000035,42767
5047311.380000035,42767
5047311.545000035,42767
5047311.550000035,42767
5047311.556000035,42767
5047311.564000036,42767
5047311.572000036,42767
5047311.580000036,42767
5047311.585000036,42767
5047311.593000037,42767
5047311.598000037,42767
5047311.606000037,42767
5047311.610000037,42767
5047311.617000037,42767
5047311.625000037,42767
5047311.631000037,42767
5047311.639000038,42767
5047311.647000038,42767
5047311.654000038,42767
5047311.658000038,42767
5047311.666000038,42767
5047311.674000039,42767
5047311.681000039,42767
5047311.687000039,42767
5047311.817000039,42767
5047311.8200000385,42767
5047311.828000039,42767
5047311.836000039,42767
5047311.842000039,42767
5047311.85000004,42767
5047311.85800004,42767
5047311.86500004,42767
5047311.87100004,42767
5047311.878000041,42767
5047311.886000041,42767
5047311.892000041,42767
5047311.8950000405,42767
5047311.90000004,42767
5047311.908000041,42767
5047311.914000041,42767
5112846.914000041,42767
5112846.921000041,42767
5112846.929000041,42767
5112846.934000041,42767
5112846.942000042,42767
5112846.948000042,42767
5112846.956000042,42767
5112847.086000042,37851
5112847.094000042,41715
5112847.102000043,42033
5112847.110000043,41060
5112847.116000043,38133
5112847.122000043,38638
5112847.1290000435,38809
5112847.135000044,39328
5112847.142000044,37999
5178432.751000044,39202
5178432.757000044,39299
5178432.763000044,38876
5178432.770000044,39152
5178432.776000044,39318
5178432.7830000445,36695
5178432.789000045,36892
5178432.795000045,36401
5178432.799000044,36484
5178432.807000045,34898
5178432.815000045,34116
5178432.959000045,41211
5178432.967000046,40793
5178432.970000045,40330
5178432.978000046,41322
5178432.986000046,41183
5178432.989000046,41132
5178432.997000046,41857
5178433.005000046,42690
5178433.0110000465,38623
5178433.016000046,41404
5178433.024000047,42767
5178433.031000047,42767
5178433.035000047,42767
5178433.040000047,42767
5178433.047000047,42767
5178433.056000046,42767
5178433.061000046,42767
5178433.067000046,42767
5178433.077000046,42767
5178433.0850000465,42767
5178433.088000046,42767
5178433.0960000465,42767
5178433.215000046,42767
5178433.2210000465,42767
5178433.229000047,42767
5178433.237000047,42767
5178433.245000048,42767
5178433.251000048,42767
5178433.258000048,42767
5178433.264000048,42767
5178433.2670000475,42767
5178433.275000048,42767
5178433.280000048,42767
5178433.288000048,42767
5178433.295000048,42767
5178433.303000049,42767
5178433.311000049,42767
5178433.317000049,42767
5178433.323000049,42767
5178433.327000049,42767
5178433.331000049,42767
5178433.341000048,42767
5178433.3470000485,42767
5178433.355000049,42767
5178433.363000049,42767
5178433.50700005,42767
5178433.51500005,42767
5178433.52200005,42767
5178433.52800005,42767
5244019.22100005,42767
5244019.22700005,42767
5244019.235000051,42767
5244019.23800005,42767
5244019.24500005,42767
5244019.253000051,42767
5244019.261000051,42767
5244019.267000051,42767
5244019.273000051,42767
5244019.2800000515,42767
5244019.288000052,42767
5244019.294000052,42767
5244019.299000052,42767
5244019.305000052,42767
5244019.312000052,42767
5244019.320000052,42767
5244019.323000052,42767
5244019.329000052,42767
5244019.462000052,34527
5244019.470000053,30142
5244019.475000053,29857
5244019.483000053,29089
5244019.4910000535,33468
5244019.494000053,31564
5244019.499000053,30218
5244019.509000053,24985
5244019.517000053,23862
5244019.523000053,25150
5244019.5310000535,27604
5244019.537000054,30295
5309554.537000054,30295
5309554.541000053,30573
5309554.549000054,41684
5309554.557000054,42767
5309554.561000054,42767
5309554.569000054,42767
5309554.5770000545,42767
5309554.581000054,42767
5309554.589000055,42767
5309554.721000055,41232
5309554.729000055,38618
5309554.736000055,42643
5309554.7420000555,40234
5309554.749000056,40796
5309554.755000056,39226
5309554.763000056,39428
5309554.769000056,41751
5309554.773000056,40626
5309554.781000056,38680
5309554.787000056,42012
5309554.792000056,38198
5309554.800000057,35592
5309554.8050000565,38364
5309554.811000057,38229
5309554.817000057,35313
5309554.825000057,37558
5309554.833000057,32066
5309554.838000057,31932
5309554.8450000575,32080
5309555.011000058,23906
5309555.019000058,22769
5309555.027000058,22769
5309555.0330000585,28116
5309555.040000059,29017
5309555.046000059,30998
5309555.049000058,34325
5309555.056000059,26736
5309555.064000059,32598
5309555.0670000585,31490
5309555.0730000585,32132
5309555.083000058,28111
5309555.086000058,32497
5309555.093000058,33802
5309555.102000058,22769
5309555.109000058,22769
5309555.117000058,23492
5309555.121000058,22769
5309555.128000058,22769
5309555.136000059,22769
5309555.1410000585,22769
5309555.270000058,22769
5309555.280000058,24271
5309555.288000058,24340
5309555.296000059,24139
5309555.304000059,24905
5309555.310000059,24132
5309555.317000059,31622
5309555.320000059,30322
5309555.328000059,28642
5375090.328000059,28642
5375090.33600006,25511
5375090.34200006,27659
5375090.35000006,28034
5375090.35300006,26936
5375090.36100006,27174
5375090.36500006,27777
5375090.37300006,26950
5375090.381000061,24050
5440676.190000061,25897
5440676.196000061,22836
5440676.202000061,22769
5440676.345000061,22769
5440676.351000061,22769
5440676.359000062,29110
5440676.367000062,33213
5440676.375000062,23682
5440676.382000063,33281
5440676.388000063,31658
5440676.394000063,30001
5440676.401000063,29804
5440676.409000063,28462
5440676.415000063,31356
5440676.422000064,31356
5440676.426000063,27984
5440676.4330000635,24974
5440676.439000064,22769
5440676.447000064,22769
5440676.4500000635,22769
5440676.457000064,22769
5440676.465000064,22769
5440676.471000064,26120
5440676.609000064,22769
5440676.617000065,22769
5440676.625000065,22769
5440676.633000066,22769
5440676.639000066,22769
5440676.646000066,22769
5440676.652000066,22769
5440676.658000066,22769
5440676.665000066,22769
5440676.671000066,22769
5440676.678000066,22769
5440676.6840000665,22769
5440676.6900000665,22769
5440676.697000067,22769
5440676.703000067,22769
5440676.711000067,22769
5440676.718000067,22769
5440676.726000068,22769
5440676.732000068,22769
5440676.738000068,22769
5440676.745000068,22769
5440676.748000068,22769
5440676.756000068,25148
5506211.756000068,25148
5506211.764000068,22769
5506211.767000068,22769
5506211.873000068,22769
5506211.881000068,22769
5506211.886000068,22769
5506211.894000068,22769
5506211.902000069,22769
5506211.905000068,22769
5506211.913000069,22769
5506211.921000069,22769
5506211.924000069,22769
5506211.932000069,22769
5506211.940000069,22769
5506211.94800007,22769
5506211.95400007,22769
5506211.96100007,22769
5506211.96600007,22769
5506211.97000007,22769
5506211.97800007,22769
5506211.98600007,22769
5506211.994000071,22769
5571797.88900007,22769
5571797.8960000705,22769
5571797.902000071,22769
5571798.027000071,22769
5571798.035000071,22769
5571798.037000071,22769
5571798.045000072,22769
5571798.053000072,22769
5571798.057000072,22769
5571798.0610000715,22769
5571798.0670000715,22769
5571798.073000072,22769
5571798.081000072,22769
5571798.089000072,22769
5571798.097000073,22769
5571798.102000073,22769
5571798.110000073,22769
5571798.113000073,22769
5571798.120000073,22769
5571798.128000073,22769
5571798.1360000735,22769
5571798.141000073,22769
5571798.150000073,22769
5571798.157000073,22769
5571798.165000074,22769
5571798.173000074,22769
5571798.179000074,22769
5571798.185000074,22769
5571798.192000074,22769
5571798.195000074,22769
5571798.317000074,22769
5571798.325000075,22769
5571798.328000074,22769
5571798.336000075,22769
5571798.3410000745,22769
5571798.347000075,22769
5571798.352000074,22769
5571798.361000074,22769
5571798.368000074,22769
5571798.376000075,22769
5571798.381000075,22769
5571798.384000074,22769
5571798.393000074,22769
5571798.398000074,22769
5571798.405000074,22769
5571798.414000073,22769
5571798.421000074,22769
5571798.425000073,22769
5571798.433000074,22769
5571798.438000074,22769
5571798.446000074,22769
5571798.451000074,22769
5571798.461000074,22769
5571798.464000073,22769
5571798.473000073,23894
5571798.477000073,24081
5571798.486000072,28681
5571798.6810000725,33260
5571798.691000072,34971
5571798.699000073,35948
5571798.702000072,35733
5571798.710000073,34312
5571798.718000073,32720
5571798.725000073,32372
5571798.733000074,31664
5571798.737000073,31607
5571798.745000074,31624
5571798.749000073,31420
5571798.755000073,31434
5571798.7610000735,31497
5571798.769000074,31500
5571798.777000074,31556
5571798.782000074,31357
5571798.787000074,31439
5571798.797000074,30668
5571798.805000074,29428
5571798.813000075,29767
5571798.9490000745,29975
5571798.957000075,24766
5571798.9600000745,27568
5571798.968000075,22769
5571798.973000075,23107
5571798.979000075,22769
5571798.989000075,22769
5571798.995000075,24356
5571799.003000075,22769
5571799.011000075,23317
5571799.017000075,22769
5571799.024000076,22769
5637334.024000076,22769
5637334.030000076,23320
5637334.037000076,23476
5637334.043000076,22889
5637334.048000076,23758
5637334.054000076,22769
5702920.065000076,26442
5702920.219000076,27737
5702920.225000076,29570
5702920.230000076,27539
5702920.238000076,26803
5702920.244000076,25000
5702920.2510000765,26648
5702920.259000077,27491
5702920.260000077,27178
5702920.268000077,24129
5702920.273000077,26853
5702920.281000078,22976
5702920.289000078,24332
5702920.292000078,24954
5702920.300000078,23309
5702920.305000078,23559
5702920.315000078,22769
5702920.318000077,23364
5702920.324000077,25351
5702920.334000077,23653
5702920.337000077,25946
5768455.337000077,25946
5768455.347000076,35910
5768455.355000077,32096
5768455.360000077,31756
5768455.368000077,28666
5768455.376000077,32881
5768455.384000078,36125
5768455.488000078,42767
5768455.491000078,42767
5768455.499000078,42767
5768455.507000078,42767
5768455.515000079,42767
5768455.523000079,42767
5768455.524000079,42767
5768455.53200008,42767
5768455.53700008,42767
5768455.54500008,42767
5768455.55300008,42767
5768455.560000081,42767
5768455.566000081,42767
5768455.572000081,42767
5768455.579000081,42767
5768455.585000081,42767
5768455.590000081,42767
5768455.598000081,42767
5768455.606000082,42767
5768455.614000082,42767
5768455.620000082,42767
5768455.628000082,42767
5768455.635000083,42767
5768455.640000083,42767
5768455.646000083,42767
5768455.777000083,42767
5768455.785000083,42767
5768455.792000083,42767
5768455.798000083,42767
5768455.804000083,42767
5768455.812000084,42767
5768455.816000083,42767
5768455.824000084,42767
5768455.832000084,42767
5768455.838000084,42767
5768455.846000085,42767
5768455.851000085,42767
5768455.857000085,42767
5834041.946000084,42767
5834041.9530000845,42767
5899576.9530000845,42767
5899576.956000084,42767
5899576.964000084,42767
5899576.972000085,42767
5899576.975000084,42767
5899576.983000085,42767
5899576.991000085,42767
5899576.996000085,42767
5899577.117000085,42767
5899577.1240000855,42767
5899577.132000086,42767
5899577.133000086,42767
5899577.138000086,42767
5899577.145000086,42767
5899577.154000086,42767
5899577.162000086,42767
5899577.167000086,42767
5899577.175000086,42767
5899577.180000086,42767
5899577.188000087,42767
5899577.194000087,42767
5899577.201000087,42767
5899577.209000087,42767
5899577.217000088,42767
5965112.223000088,42767
5965112.229000088,42767
5965112.237000088,42767
5965112.244000088,42767
5965112.405000089,42767
5965112.413000089,42767
5965112.4210000895,42767
5965112.42800009,42767
5965112.43400009,42767
5965112.437000089,42767
5965112.44400009,42767
5965112.45200009,42767
5965112.45800009,42767
6030647.45800009,42767
6030647.46600009,42767
6030647.474000091,42767
6030647.481000091,42767
6030647.673000091,42767
6030647.679000091,42767
6030647.685000091,42767
6030647.692000091,42767
6096233.852000091,42767
6096233.860000092,42767
6096233.867000092,42767
6096233.876000091,42767
6096233.884000092,42767
6096233.891000092,42767
6096233.897000092,42767
6096233.903000092,42767
6096233.908000092,42767
6096233.916000092,42767
6096233.924000093,42767
6096233.927000092,42767
6161768.927000092,42767
6161768.935000093,42767
6161768.943000093,42767
6161768.950000093,42767
6161768.958000094,42767
6161768.964000094,42767
6161768.967000093,42767
6161769.103000093,42767
6161769.1100000935,42767
6161769.115000093,42767
6161769.119000093,42767
6161769.126000093,42767
6161769.134000094,42767
6161769.140000094,42767
6161769.145000094,42767
6161769.153000094,42767
6161769.161000094,42767
6161769.169000095,42767
6161769.175000095,42767
6161769.180000095,42767
6161769.187000095,42767
6161769.193000095,42767
6161769.199000095,42767
6161769.204000095,42767
6161769.212000095,42767
6161769.220000096,42767
6161769.228000096,42767
6161769.235000096,42767
6227355.435000096,42767
6227355.4410000965,42767
6227355.447000097,42767
6227355.5660000965,42767
6227355.572000097,42767
6227355.579000097,42767
6227355.585000097,42767
6227355.588000096,42767
6227355.596000097,42767
6227355.603000097,42767
6227355.611000097,42767
6227355.619000098,42767
6227355.622000097,42767
6227355.630000098,42767
6227355.633000097,42767
6227355.643000097,42767
6227355.649000097,42767
6227355.657000097,42767
6227355.665000098,42767
6227355.668000097,42767
6227355.671000097,42767
6227355.681000097,42767
6227355.686000097,42767
6227355.694000097,42767
6227355.699000097,42767
6227355.836000097,42767
6227355.843000097,42767
6227355.849000097,42767
6227355.854000097,42767
6227355.860000097,42767
6227355.868000098,42767
6227355.876000098,42767
6227355.883000098,42767
6227355.889000098,42767
6292890.889000098,42767
6292890.895000098,42767
